SERIAL,DEPARTMENTID,HALLSTATUS,DISTRICT,THANA,SEX,PLACEOFBIRTH,STARTINGACADEMICYEAR2,ADMISSIONDATE,COURSENUMBER,LETTERGRADE,CLASSATTENDENCEMARKS,CLASSTESTMARKS,PARTAMARKS,PARTBMARKS,TOTALNUMBER,LEVELNAME,TERMNAME,GPA,CGPA,TERMCOUNT,CRHREARNED,TOTCRHRCOMPLETED
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 408,A+,INF,INF,NA,NA,360,4,2,4,4,8,23,159
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 408,X,INF,INF,NA,NA,Cont,4,1,4,4,7,17,136
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 409,A,30,46,87,68,231,4,2,4,4,8,23,159
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 411,A+,40,49,111,125,325,4,2,4,4,8,23,159
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 441,A+,27,47,91,95,260,3,2,4,4,6,21,120
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 453,A-,30,39,81,61,211,4,1,4,4,7,17,136
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 455,A+,30,54,97,74,255,4,1,4,4,7,17,136
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 473,A+,30,46,84,80,240,3,2,4,4,6,21,120
11301,ChE,Attached,,,F,,2005,1/1/2005,CHE 475,A+,30,50,84,93,257,4,2,4,4,8,23,159
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 111,A-,30,49,78,52,209,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 112,A,INF,INF,NA,NA,76,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 116,A,INF,INF,NA,NA,77,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 131,B+,30,47,31,86,194,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 221,A+,30,54,84,77,245,2,2,4,4,4,20,80
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 222,A+,INF,INF,NA,NA,120,2,2,4,4,4,20,80
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 235,A-,30,36,79,69,214,2,1,4,3,3,21,60
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 236,A+,INF,INF,NA,NA,123,2,1,4,3,3,21,60
11301,ChE,Attached,,,F,,2005,1/1/2005,CHEM 352,A,INF,INF,NA,NA,113,3,1,3,4,5,20,99
11301,ChE,Attached,,,F,,2005,1/1/2005,EEE 155,B,30,38,46,66,180,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,EEE 156,B,INF,INF,NA,NA,94,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,EEE 267,B-,30,25,46,69,170,2,1,4,3,3,21,60
11301,ChE,Attached,,,F,,2005,1/1/2005,EEE 268,A+,INF,INF,NA,NA,123,2,1,4,3,3,21,60
11301,ChE,Attached,,,F,,2005,1/1/2005,HUM 103,A+,30,50,85,84,249,2,2,4,4,4,20,80
11301,ChE,Attached,,,F,,2005,1/1/2005,HUM 125,A,20,33,50,48,151,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,HUM 272,A-,INF,INF,NA,NA,107,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,HUM 303,A+,30,51,96,90,267,3,1,3,4,5,20,99
11301,ChE,Attached,,,F,,2005,1/1/2005,MATH 121,A+,30,47,80,105,262,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,MATH 123,A,30,44,79,78,231,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,MATH 221,A+,40,76,115,114,345,2,1,4,3,3,21,60
11301,ChE,Attached,,,F,,2005,1/1/2005,MATH 223,A+,30,60,103,94,287,2,2,4,4,4,20,80
11301,ChE,Attached,,,F,,2005,1/1/2005,ME 141,B+,30,53,73,38,194,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,ME 160,B+,INF,INF,NA,NA,101,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,ME 243,A,27,51,73,82,233,2,2,4,4,4,20,80
11301,ChE,Attached,,,F,,2005,1/1/2005,MME 391,A+,30,48,87,78,243,3,1,3,4,5,20,99
11301,ChE,Attached,,,F,,2005,1/1/2005,PHY 101,A-,30,53,57,73,213,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,PHY 102,A,INF,INF,NA,NA,112,1,1,3,3,-1,20,20
11301,ChE,Attached,,,F,,2005,1/1/2005,PHY 105,B+,30,48,74,45,197,1,2,3,3,-1,20,40
11301,ChE,Attached,,,F,,2005,1/1/2005,SHOP 120,A,INF,INF,NA,NA,75,1,2,3,3,-1,20,40
11302,CE,Resident,,,M,,2006,1/1/2006,CE 100,A-,INF,INF,NA,NA,111,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,CE 101,B,40,41,90,72,243,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,CE 102,A+,INF,INF,NA,NA,125,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,CE 103,B-,40,59,52,67,218,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,CE 104,A,INF,INF,NA,NA,112,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,CE 200,A-,INF,INF,NA,NA,110,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,CE 201,A-,40,70,74,94,278,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,CE 202,A-,INF,INF,NA,NA,109,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,CE 203,A-,24,52,57,87,220,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,CE 205,A+,20,40,42,57,159,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,CE 206,B,INF,INF,NA,NA,158,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,CE 208,A+,INF,INF,NA,NA,132,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,CE 211,B-,30,30,53,53,166,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,CE 212,A-,INF,INF,NA,NA,105,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,CE 213,C+,30,45,54,27,156,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,CE 311,A-,30,26,74,88,218,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,CE 312,A-,INF,INF,NA,NA,107,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,CE 313,A,30,30,76,100,236,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 315,B,30,40,55,59,184,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,CE 316,B+,INF,INF,NA,NA,99,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 317,C,40,52,58,31,181,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 331,B,30,46,60,50,186,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,CE 332,A+,INF,INF,NA,NA,127,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 333,C+,32,33,52,86,203,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,CE 341,B+,40,63,87,78,268,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,CE 342,B,INF,INF,NA,NA,94,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,CE 343,B,30,46,18,90,184,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 351,A-,24,53,73,67,217,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,CE 353,A-,36,71,106,67,280,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 354,A-,INF,INF,NA,NA,107,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,CE 400,D,INF,INF,NA,NA,180,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 400,X,INF,INF,NA,NA,Cont,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,CE 401,B+,30,55,69,49,203,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,CE 405,A-,12,16,52,61,141,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 411,B-,32,76,32,93,233,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,CE 412,B+,INF,INF,NA,NA,104,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,CE 431,C,0,14,49,34,97,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 432,B-,INF,INF,NA,NA,85,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 433,B,0,24,32,65,121,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 451,C+,0,18,42,48,108,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 452,B,INF,INF,NA,NA,94,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CE 455,C+,0,7,51,44,102,4,2,3,3,8,19,160
11302,CE,Resident,,,M,,2006,1/1/2006,CHEM 103,A,30,46,90,58,224,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,CHEM 114,A+,INF,INF,NA,NA,122,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,EEE 165,A-,30,58,58,76,222,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,EEE 166,B+,INF,INF,NA,NA,98,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,HUM 111,A,20,32,49,48,149,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,HUM 113,A,20,32,49,50,151,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,HUM 213,A+,20,36,63,56,175,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,HUM 313,A-,18,32,47,42,139,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,MATH 131,A,30,53,84,65,232,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,MATH 133,A+,27,48,89,77,241,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,MATH 231,C,30,33,68,3,134,2,1,3,3,3,20,59
11302,CE,Resident,,,M,,2006,1/1/2006,MATH 235,B+,30,44,59,70,203,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,PHY 101,B,30,24,68,63,185,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,PHY 102,A-,INF,INF,NA,NA,105,1,1,3,3,1,20,20
11302,CE,Resident,,,M,,2006,1/1/2006,PHY 105,A,30,47,75,81,233,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,SHOP 132,A+,INF,INF,NA,NA,129,1,2,4,4,2,20,39
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 201,B-,40,35,81,75.6,232,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 202,A-,INF,INF,NA,NA,109,2,2,3,3,4,21,80
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 301,A,40,63,81,118,302,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 302,A,INF,INF,NA,NA,117,3,1,3,3,5,22,101
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 303,B,24,38,87,43,192,3,2,3,3,6,22,123
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 401,A+,30,55,92,65,242,4,1,3,3,7,19,141
11302,CE,Resident,,,M,,2006,1/1/2006,WRE 402,A-,INF,INF,NA,NA,105,4,2,3,3,8,19,160
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 106,B+,INF,INF,NA,NA,195,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 116,A+,INF,INF,NA,NA,245,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 145,A-,14,28,55,43,140,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 226,B,INF,INF,NA,NA,181,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 233,C,14,14,38,32,98,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 233,F,0,10,0,0,10,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,ARCH 355,F,0,16,Abs,Abs,16,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,CE 209,D,8,13,27,36,84,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,CE 327,B,15,4,75,97,191,2,1,3,3,5,17,80
11303,URP,Resident,,,M,,2007,1/1/2007,CE 329,B,30,44,51,54,179,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,CE 439,D,0,25,54,42,121,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,CHEM 207,D,24,28,44,23,119,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 125,C,8,23,34,32,97,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 171,B,24,44,53,58,179,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 177,B,27,52,70,44,193,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 179,D,18,Abs,60,46,124,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 179,F,0,11,58,34,103,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 221,C,18,17,41,71,147,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 225,B,8,32,36,49,125,2,1,3,3,5,17,80
11303,URP,Resident,,,M,,2007,1/1/2007,HUM 272,C,INF,INF,NA,NA,68,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,MATH 101,B+,18,20,53,41,132,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,MATH 103,A-,20,25,53,45,143,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 108,A-,INF,INF,NA,NA,220,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 111,B-,27,33,62,44,166,1,1,3,3,1,19,19
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 113,D,14,29,20,18,81,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 161,D,18,30,26,53,127,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 162,A-,INF,INF,NA,NA,211,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 196,C,INF,INF,NA,NA,69,1,2,3,3,2,20,39
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 204,A,INF,INF,NA,NA,226,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 211,C,0,0,76,64,140,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 211,F,0,0,40.5,34,75,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 211,F,0,28,Abs,Abs,28,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 215,C,15,23,49,52,139,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 215,F,0,0,Abs,Abs,0,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 217,D,12,0,48.5,64,125,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 217,F,15,0,Abs,Abs,15,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 218,A-,INF,INF,NA,NA,215,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 261,D,18,24,22.5,54,119,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 261,F,0,12,Abs,Abs,12,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 291,D,12,12,52,45,121,2,1,3,3,3,13,51
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 293,B-,12,33,50,79,174,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 296,D,INF,INF,NA,NA,120,2,2,3,3,4,12,63
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 312,A,INF,INF,NA,NA,230,2,1,3,3,5,17,80
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 321,D,30,25,32,33,120,2,1,3,3,5,17,80
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 331,D,0,28,32.5,64,125,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 332,B-,INF,INF,NA,NA,166,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 333,D,12,10,48.5,51,122,4,2,2,3,,3,155
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 333,F,12,0,33,35.5,81,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 333,F,12,10,51,29,102,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 343,D,30,21.3,30.5,51,133,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 343,F,0,2,29,43,74,2,1,3,3,5,17,80
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 345,D,18,0,61,42,121,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 362,B-,INF,INF,NA,NA,164,2,1,3,3,5,17,80
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 393,F,12,18,10,68,108,4,2,2,3,,3,155
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 393,F,12,18,41,26.5,98,4,1,2,3,9,14,152
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 393,NR,INF,INF,NA,NA,NR,4,2,0,3,10,0,155
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 396,D,INF,INF,NA,NA,79,3,2,2,3,6,14,94
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 400,A,INF,INF,NA,NA,453,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 400,X,INF,INF,NA,NA,Cont,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 401,C+,30,13,51.5,64,159,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 402,B+,INF,INF,NA,NA,138,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 403,D,18,9.5,45,46,119,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 412,B+,INF,INF,NA,NA,196,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 413,D,15,24.6,55,34,129,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 434,B,INF,INF,NA,NA,191,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 446,A-,INF,INF,NA,NA,221,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 451,C+,12,29,41.5,66,149,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 453,C+,24,16,40,72,152,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 470,S,INF,INF,NA,NA,Sat,3,1,3,3,7,18,112
11303,URP,Resident,,,M,,2007,1/1/2007,PLAN 471,C+,0,25,48,76.5,150,4,2,3,3,8,26,138
11303,URP,Resident,,,M,,2007,1/1/2007,WRE 309,C,12,24,47,55,138,2,1,3,3,5,17,80
11304,CE,Resident,,,M,,2007,1/1/2007,CE 100,A-,INF,INF,NA,NA,108,1,1,3,3,1,20,20
11304,CE,Resident,,,M,,2007,1/1/2007,CE 101,A,40,64,127,80,311,1,1,3,3,1,20,20
11304,CE,Resident,,,M,,2007,1/1/2007,CE 102,A+,INF,INF,NA,NA,121,1,2,4,4,2,20,39
11304,CE,Resident,,,M,,2007,1/1/2007,CE 103,A-,40,70,108,60,278,1,2,4,4,2,20,39
11304,CE,Resident,,,M,,2007,1/1/2007,CE 104,B+,INF,INF,NA,NA,101,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 200,A-,INF,INF,NA,NA,106,2,1,4,4,3,20,59
11304,CE,Resident,,,M,,2007,1/1/2007,CE 201,A-,40,58,95,85,278,2,1,4,4,3,20,59
11304,CE,Resident,,,M,,2007,1/1/2007,CE 202,A-,INF,INF,NA,NA,105,2,1,4,4,3,20,59
11304,CE,Resident,,,M,,2007,1/1/2007,CE 203,A-,30,37,63,79,209,2,1,4,4,3,20,59
11304,CE,Resident,,,M,,2007,1/1/2007,CE 205,A-,20,29,50,46,145,2,2,3,4,4,20,78
11304,CE,Resident,,,M,,2007,1/1/2007,CE 206,C,INF,INF,NA,NA,119,2,2,3,4,4,20,78
11304,CE,Resident,,,M,,2007,1/1/2007,CE 208,A-,INF,INF,NA,NA,105,2,2,3,4,4,20,78
11304,CE,Resident,,,M,,2007,1/1/2007,CE 211,A+,30,50,98,76,254,2,1,4,4,3,20,59
11304,CE,Resident,,,M,,2007,1/1/2007,CE 212,A-,INF,INF,NA,NA,107,2,1,4,4,3,20,59
11304,CE,Resident,,,M,,2007,1/1/2007,CE 213,B+,30,38,73,56,197,2,2,3,4,4,20,78
11304,CE,Resident,,,M,,2007,1/1/2007,CE 311,A,30,50,86,66,232,3,1,3,4,5,22,100
11304,CE,Resident,,,M,,2007,1/1/2007,CE 312,A-,INF,INF,NA,NA,105,3,1,3,4,5,22,100
11304,CE,Resident,,,M,,2007,1/1/2007,CE 313,A+,30,56,82,99,267,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 315,B,30,19,65,68,182,3,1,3,4,5,22,100
11304,CE,Resident,,,M,,2007,1/1/2007,CE 316,A+,INF,INF,NA,NA,120,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 317,B+,40,71,64,100,275,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 331,A-,30,47,86,56,219,3,1,3,4,5,22,100
11304,CE,Resident,,,M,,2007,1/1/2007,CE 332,B+,INF,INF,NA,NA,101,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 333,B-,40,54,78,52,224,4,1,4,4,7,19,141
11304,CE,Resident,,,M,,2007,1/1/2007,CE 341,B,40,44,75,80,239,3,1,3,4,5,22,100
11304,CE,Resident,,,M,,2007,1/1/2007,CE 342,A-,INF,INF,NA,NA,110,3,1,3,4,5,22,100
11304,CE,Resident,,,M,,2007,1/1/2007,CE 343,A-,30,46,72,69,217,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 351,A,30,42,63,90,225,4,1,4,4,7,19,141
11304,CE,Resident,,,M,,2007,1/1/2007,CE 353,B,40,50,89,65,244,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 354,A+,INF,INF,NA,NA,120,3,2,4,4,6,23,123
11304,CE,Resident,,,M,,2007,1/1/2007,CE 400,A+,INF,INF,NA,NA,365,4,2,4,4,8,19,160
11304,CE,Resident,,,M,,2007,1/1/2007,CE 400,X,INF,INF,NA,NA,Cont,4,1,4,4,7,19,141
11304,CE,Resident,,,M,,2007,1/1/2007,CE 401,A,30,54,93,56,233,4,1,4,4,7,19,141
11304,CE,Resident,,,M,,2007,1/1/2007,CE 405,A+,20,34,58,55,167,4,2,4,4,8,19,160
